trial_id,lambda_id,lambda,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,operational_values,generative_values,total_values,optimizer_count,enumeration_certificate
868,L200,2//1,119389//12288,24,closure_carrier;frontier_addition;inactive,4//1,7525//768,32431//4096,217693//12288,1,complete-enumeration:32
868,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
869,L0,0//1,821769//65536,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,2275//192,135707//196608,821769//65536,4,complete-enumeration:32
869,L025,1//4,4075//384,24,closure_carrier;frontier_addition;inactive,4//1,1925//192,203//128,4459//384,1,complete-enumeration:32
869,L050,1//2,3691//384,24,closure_carrier;frontier_addition;inactive,4//1,1925//192,203//128,4459//384,1,complete-enumeration:32
869,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
869,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
869,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
870,L0,0//1,915541//49152,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,13825//768,10247//16384,915541//49152,2,complete-enumeration:32
870,L025,1//4,12865//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
870,L050,1//2,11905//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
870,L100,1//1,9985//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
870,L200,2//1,2139//256,17;20,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,3675//256,0//1,3675//256,2,complete-enumeration:32
870,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
871,L0,0//1,595225//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,2275//192,4275//16384,595225//49152,4,complete-enumeration:32
871,L025,1//4,2035//192,17,base_1;frontier_addition;inactive,5//1,2275//192,0//1,2275//192,1,complete-enumeration:32
871,L050,1//2,1795//192,17,base_1;frontier_addition;inactive,5//1,2275//192,0//1,2275//192,1,complete-enumeration:32
871,L100,1//1,1097//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
871,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
871,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
872,L0,0//1,875//48,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,875//48,0//1,875//48,4,complete-enumeration:32
872,L025,1//4,815//48,19,base_1;base_2;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
872,L050,1//2,755//48,19,base_1;base_2;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
872,L100,1//1,635//48,19,base_1;base_2;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
872,L200,2//1,6767//768,17,base_1;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,1,complete-enumeration:32
872,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
873,L0,0//1,4725//256,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4725//256,0//1,4725//256,4,complete-enumeration:32
873,L025,1//4,4149//256,19,base_1;base_2;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
873,L050,1//2,3573//256,19,base_1;base_2;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
873,L100,1//1,7535//768,17,base_1;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
873,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
873,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
874,L0,0//1,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;8//1;10//1,875//48,0//1,875//48,4,complete-enumeration:32
874,L025,1//4,815//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
874,L050,1//2,755//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
874,L100,1//1,635//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
874,L200,2//1,1157//128,17,base_1;frontier_addition;inactive,3//1,1925//128,0//1,1925//128,1,complete-enumeration:32
874,L400,4//1,1789//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
875,L0,0//1,7051//384,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,875//48,17//128,7051//384,2,complete-enumeration:32
875,L025,1//4,815//48,19,base_1;base_2;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
875,L050,1//2,755//48,19,base_1;base_2;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
875,L100,1//1,635//48,19,base_1;base_2;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
875,L200,2//1,103//12,18,base_2;frontier_addition;inactive,3//1,175//12,0//1,175//12,1,complete-enumeration:32
875,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
876,L0,0//1,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,4375//384,0//1,4375//384,8,complete-enumeration:32
876,L025,1//4,3895//384,17,base_1;frontier_addition;inactive,5//1,4375//384,0//1,4375//384,1,complete-enumeration:32
876,L050,1//2,1829//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
876,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
876,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
876,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
877,L0,0//1,255713//12288,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,14525//768,7771//4096,255713//12288,2,complete-enumeration:32
877,L025,1//4,234209//12288,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,14525//768,7771//4096,255713//12288,1,complete-enumeration:32
877,L050,1//2,212705//12288,30,base_2;base_3;closure_carrier;frontier_addition;inactive,7//1,14525//768,7771//4096,255713//12288,1,complete-enumeration:32
877,L100,1//1,230499//16384,26,base_2;closure_carrier;frontier_addition;inactive,5//1,1925//128,66019//16384,312419//16384,1,complete-enumeration:32
877,L200,2//1,131635//12288,24,closure_carrier;frontier_addition;inactive,3//1,7525//768,28321//4096,205363//12288,1,complete-enumeration:32
877,L400,4//1,11969//2048,8,closure_carrier;inactive,2//1,875//256,21353//2048,28353//2048,1,complete-enumeration:32
878,L0,0//1,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,875//48,0//1,875//48,4,complete-enumeration:32
878,L025,1//4,815//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
878,L050,1//2,755//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
878,L100,1//1,635//48,21,base_1;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
878,L200,2//1,6767//768,17;20,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,2,complete-enumeration:32
878,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
879,L0,0//1,57145//3072,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,875//48,1145//3072,57145//3072,2,complete-enumeration:32
879,L025,1//4,767//48,19,base_1;base_2;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
879,L050,1//2,659//48,19,base_1;base_2;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
879,L100,1//1,2006011//196608,24,closure_carrier;frontier_addition;inactive,4//1,875//96,333481//65536,2792443//196608,1,complete-enumeration:32
879,L200,2//1,683//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
879,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
880,L0,0//1,156605//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,9275//768,2735//4096,156605//12288,4,complete-enumeration:32
880,L025,1//4,135101//12288,25,base_1;closure_carrier;frontier_addition;inactive,7//1,9275//768,2735//4096,156605//12288,1,complete-enumeration:32
880,L050,1//2,80693//8192,24,closure_carrier;frontier_addition;inactive,3//1,2625//256,8981//8192,92981//8192,1,complete-enumeration:32
880,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
880,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
880,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
881,L0,0//1,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,4375//384,0//1,4375//384,8,complete-enumeration:32
881,L025,1//4,3895//384,17,base_1;frontier_addition;inactive,5//1,4375//384,0//1,4375//384,1,complete-enumeration:32
881,L050,1//2,1829//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
881,L100,1//1,1733//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
881,L200,2//1,1541//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
881,L400,4//1,1157//192,16,frontier_addition;inactive,1//1,1925//192,0//1,1925//192,1,complete-enumeration:32
882,L0,0//1,1751//96,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,13825//768,61//256,1751//96,2,complete-enumeration:32
882,L025,1//4,12865//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
882,L050,1//2,11905//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
882,L100,1//1,9985//768,19,base_1;base_2;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
882,L200,2//1,6767//768,17,base_1;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,1,complete-enumeration:32
882,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
883,L0,0//1,4725//256,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4725//256,0//1,4725//256,4,complete-enumeration:32
883,L025,1//4,4149//256,19,base_1;base_2;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
883,L050,1//2,3573//256,19,base_1;base_2;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
883,L100,1//1,1285//128,18,base_2;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
883,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
883,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
884,L0,0//1,78335//4096,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,4725//256,2735//4096,78335//4096,2,complete-enumeration:32
884,L025,1//4,4149//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
884,L050,1//2,3573//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
884,L100,1//1,7535//768,18,base_2;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
884,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
884,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
885,L0,0//1,1269769//65536,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,7175//384,135707//196608,1269769//65536,2,complete-enumeration:32
885,L025,1//4,6695//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
885,L050,1//2,6215//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
885,L100,1//1,5255//384,22,base_2;base_3;frontier_addition;inactive,5//1,7175//384,0//1,7175//384,1,complete-enumeration:32
885,L200,2//1,1157//128,18,base_2;frontier_addition;inactive,3//1,1925//128,0//1,1925//128,1,complete-enumeration:32
885,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
886,L0,0//1,950977//49152,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,7175//384,10859//16384,950977//49152,2,complete-enumeration:32
886,L025,1//4,815809//49152,30,base_2;base_3;closure_carrier;frontier_addition;inactive,11//1,7175//384,10859//16384,950977//49152,1,complete-enumeration:32
886,L050,1//2,5447//384,22,base_2;base_3;frontier_addition;inactive,9//1,7175//384,0//1,7175//384,1,complete-enumeration:32
886,L100,1//1,1285//128,20,base_3;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
886,L200,2//1,2557//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
886,L400,4//1,1789//384,16,frontier_addition;inactive,1//1,3325//384,0//1,3325//384,1,complete-enumeration:32
887,L0,0//1,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,2275//192,0//1,2275//192,8,complete-enumeration:32
887,L025,1//4,2131//192,17,base_1;frontier_addition;inactive,3//1,2275//192,0//1,2275//192,1,complete-enumeration:32
887,L050,1//2,1987//192,17,base_1;frontier_addition;inactive,3//1,2275//192,0//1,2275//192,1,complete-enumeration:32
887,L100,1//1,7039//768,1,base_1;inactive,2//1,8575//768,0//1,8575//768,1,complete-enumeration:32
887,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
887,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
888,L0,0//1,928577//49152,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,875//48,10859//16384,928577//49152,2,complete-enumeration:32
888,L025,1//4,815//48,22,base_2;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
