trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed,trial_seed_draw,arithmetic,theorem_evidence,horizon,discount_factor,source_library_ids,source_size,source_closure_size,source_passive_value,source_research_option_premium,source_total_value,realized_frontier_supplier_fraction,realized_module_overlap,descendant_quality,frontier_only_signed_total_dynamic_loss,innovation_safe_signed_total_dynamic_loss,silent_generative_asset_count,active_asset_count,frontier_closure_J,interaction_sign,frontier_only_compression_ratio,innovation_safe_compression_ratio,four_raw_witnesses,all_compressed_states_have_raw_witnesses,raw_compressed_value_comparisons,raw_compressed_values_agree,rectangle_consistency,project_laws_follow_actual_state,frontier_density_gate,module_overlap_gate,frontier_independent_availability,frontier_independent_cost,frontier_independent_generation,frontier_independent_verification,frontier_independent_completion,frontier_independent_primitives,frontier_independent_menus,poor_to_rich_menu_inclusion,antitone_recursive_descendant_gap,nonnegative_rich_exposure,zero_poor_exposure,common_gap_action_value_identities,minimum_rich_exposure,maximum_poor_exposure,computed_primitive_predicate,primitive_interaction_sign_gate,frontier_only_passive_zero_gate,innovation_safe_exact_zero_gate,all_decompositions_exact,all_exact_outputs_rational,all_hard_gates_pass
785,7,17,C043,811,7,primitive_eligible,none,sparse,high,weak,high,short,high,low,2306311713156709578,1777964794973715301,2661688695276589231,6161927197437737675,7329651248905929241,11065645361302392281,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,10247//16384,624341//49152,1//2,1//1,4//1,10247//16384,0//1,1,5,-7765//16384,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
786,7,18,C041,809,7,primitive_eligible,none,sparse,low,weak,high,short,high,low,2396936372798780688,9029391960868800103,658748385913785958,5746187670817514562,7298383552544029234,10775636180335793719,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,8575//768,0//1,8575//768,1//2,0//1,11//3,0//1,0//1,0,5,-1279//49152,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
787,7,19,C106,874,7,primitive_eligible,none,dense,low,weak,high,short,high,high,2510803912472936666,5477540459001310938,875189911532569814,7308664951209274846,5097146347556296236,12661242131385442408,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,1145//3072,18815//1024,3//4,0//1,10//3,1145//3072,0//1,1,5,-356837//524288,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
788,7,20,C077,845,7,primitive_eligible,none,sparse,low,strong,high,short,low,high,2515492139069807731,6151325626304865880,2824467528572718437,6744056286606525867,7348509007769781474,18414023948072122094,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,1575//128,0//1,1575//128,1//2,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
789,7,21,C053,821,7,primitive_eligible,none,sparse,low,strong,low,long,high,low,2746369837471940986,8763942913729415247,4459937468107644362,2454718620666275672,6376679274690999300,16773843749596808539,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,61//256,4729//384,1//2,0//1,4//1,61//256,0//1,1,5,-27//256,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
790,7,22,C074,842,7,primitive_eligible,none,dense,low,weak,high,short,low,high,2765864849359043682,7867526815250780929,4709256076304563013,5935430344421368612,5606359329177515161,8412442395683653358,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
791,7,23,C086,854,7,primitive_eligible,none,dense,low,strong,low,long,low,high,2802353984676373669,7990220652320238753,1468963663124848809,5140004128791735793,2638234305350011126,18362449686704133638,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,0//1,4725//256,3//4,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
792,7,24,C006,774,7,primitive_eligible,none,dense,low,strong,low,short,low,low,3184545140540179234,4385887635137382108,4726969546047602250,7157495202973945200,4881394871493587130,3401023276256644164,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,14343//16384,305543//16384,3//4,0//1,5//1,14343//16384,0//1,1,5,-4095//8192,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
793,7,25,C052,820,7,primitive_eligible,none,dense,high,weak,low,long,high,low,3247887409612230666,3395100155984611541,1699549793154718596,3017589118107081195,2460448421524262731,3008080861712779869,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,17//128,4759//256,3//4,1//1,4//1,17//128,0//1,1,5,-27//128,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
794,7,26,C098,866,7,primitive_eligible,none,dense,low,weak,low,short,high,high,3327130166760334356,449811018673880309,3436656427371002670,8397056525000802517,5777212438035090544,6669440943866322985,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,7175//384,1429//1024,61687//3072,3//4,0//1,4//1,1429//1024,0//1,1,5,-18495//16384,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
795,7,27,C036,804,7,primitive_eligible,none,dense,high,weak,low,short,high,low,3390163229645394664,2088310127258523739,1451489691324390397,8039934037179420903,1794482138993792799,12766016475217507035,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,4913//2048,42713//2048,3//4,1//1,4//1,4913//2048,0//1,1,5,-10275//8192,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
796,7,28,C108,876,7,primitive_eligible,none,dense,high,weak,high,short,high,high,3918249313699961994,4471843276086076248,1055146845673346294,1105830453945615205,3805063346140527820,16438856137082739385,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,1309//2048,115927//6144,3//4,1//1,11//3,1309//2048,0//1,1,5,-27605//32768,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
797,7,29,C097,865,7,primitive_eligible,none,sparse,low,weak,low,short,high,high,4259717921269159692,4130823202981660294,8546801862525648768,5348827865594904738,307145353840458256,11067979733113058242,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,11881//4096,184043//12288,1//2,0//1,14//3,11881//4096,0//1,1,5,-10275//16384,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
798,7,30,C039,807,7,primitive_eligible,none,sparse,high,strong,low,short,high,low,4261950565096121053,4135822475584410037,3342517332652181581,5944538280404910551,1113946536695489934,6999436438152932233,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,7771//4096,55371//4096,1//2,1//1,11//3,7771//4096,0//1,1,5,-6165//16384,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
799,7,31,C030,798,7,primitive_eligible,none,dense,low,strong,high,long,low,low,4274178401162347132,3043759807557402507,6337598162686464428,8356726025512864176,255811374505498893,8547808782550049940,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
800,7,32,C126,894,7,primitive_eligible,none,dense,low,strong,high,long,high,high,4325541318121237319,3741154819113195968,8587656935462001919,7638610384463929477,2473683227580565877,2685857786877401373,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,0//1,4725//256,3//4,0//1,5//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
801,7,33,C059,827,7,primitive_eligible,none,sparse,high,weak,high,long,high,low,4352029464856971275,2446615941098201362,5149031106801455400,8468566899337632791,4658303776109484086,8124511040320002354,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
802,7,34,C010,778,7,primitive_eligible,none,dense,low,weak,high,short,low,low,4574340423013883642,2003661820923231897,4132532810846544747,3554739939994921388,5205947747969013835,9217143856060456761,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4725//256,0//1,4725//256,3//4,0//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
803,7,35,C051,819,7,primitive_eligible,none,sparse,high,weak,low,long,high,low,4805356443657102166,8893290207854621378,3014146216632572370,4230949771008177328,4054499477349412675,15185776501317668066,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,61//256,9283//768,1//2,1//1,14//3,61//256,0//1,1,5,-135//1024,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
804,7,36,C127,895,7,primitive_eligible,none,sparse,high,strong,high,long,high,high,4821818693655188396,5412396225110508993,39344065601117599,4503648764613075285,2380787563725612355,9752651793319943045,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,9275//768,0//1,9275//768,1//2,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
805,7,37,C014,782,7,primitive_eligible,none,dense,low,strong,high,short,low,low,4897908200724939398,7168683004253273266,1914326611623358822,7289658135445579341,1420638645932813236,8454677406827453047,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,0//1,4725//256,3//4,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
806,7,38,C004,772,7,primitive_eligible,none,dense,high,weak,low,short,low,low,5443757532338892391,4605567199064921791,1606542728380768023,6027944959906551746,1574636177604437466,17179985630082950087,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,233//512,28699//1536,3//4,1//1,4//1,233//512,0//1,1,5,-1017//2048,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
807,7,39,C015,783,7,primitive_eligible,none,sparse,high,strong,high,short,low,low,5477150175308856900,6018370941993286327,9057653685046979744,8530717212175048258,5907933546326959048,3485927202584454337,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
808,7,40,C096,864,7,primitive_eligible,none,dense,high,strong,high,long,low,high,5563071486824879939,8947506131442798034,7277314548067707872,3192614150850620851,2125511522698035729,1698905140822865834,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,14525//768,0//1,14525//768,3//4,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
809,7,41,C128,896,7,primitive_eligible,none,dense,high,strong,high,long,high,high,5773609623331134137,3353432162889169016,2568726393650884313,4190451847546497864,3132111726041476730,9583686390830620521,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
810,7,42,C084,852,7,primitive_eligible,none,dense,high,weak,low,long,low,high,6001475399365215505,1407414072446344263,1201897313645288482,8248383850847528227,6134911363978125856,10449941306664512409,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,1//1,5//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
811,7,43,C028,796,7,primitive_eligible,none,dense,high,weak,high,long,low,low,6038298230844319757,8942701853372414826,5935816582426389117,7884611365395658633,7357054562176109391,141975536182704285,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,13825//768,0//1,13825//768,3//4,1//1,10//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
812,7,44,C121,889,7,primitive_eligible,none,sparse,low,weak,high,long,high,high,6415655610160757879,29698161497329448,4853746893901204685,5721771518430000959,2954438233019764004,17790746423654346262,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,0//1,4375//384,1//2,0//1,7//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
813,7,45,C117,885,7,primitive_eligible,none,sparse,low,strong,low,long,high,high,6795130865523786114,3629153649078092090,1217635580924462892,3221316588146270607,7426810322482057285,6322401626177414630,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,17//128,4601//384,1//2,0//1,3//1,17//128,0//1,1,5,-27//512,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
814,7,46,C083,851,7,primitive_eligible,none,sparse,high,weak,low,long,low,high,6815794630564087150,9106484205157087702,6866782909511604264,3727615204700536894,8412411494212139035,760273228864153445,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,0//1,9275//768,1//2,1//1,10//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
815,7,47,C055,823,7,primitive_eligible,none,sparse,high,strong,low,long,high,low,7087881931464467499,5611737624775774181,4938429063671243733,5319903309497571605,5150315412761141932,458201044205113949,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,61//256,9283//768,1//2,1//1,14//3,61//256,0//1,1,5,-135//1024,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
816,7,48,C107,875,7,primitive_eligible,none,sparse,high,weak,high,short,high,high,7243416170590050465,2367693553584412075,2497904683310935178,3607131951952191847,5890237446617981197,10747462452451844073,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,1145//3072,36145//3072,1//2,1//1,4//1,1145//3072,0//1,1,5,-15077//98304,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
817,7,49,C067,835,7,primitive_eligible,none,sparse,high,weak,low,short,low,high,7260003746567024543,5291917754920608955,8923212943689213509,7271119533662713906,7919649776487007295,17699891023639966425,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,2491//24576,299291//24576,1//2,1//1,11//3,2491//24576,0//1,1,5,-7843//49152,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
