trial_id,breakpoint_index,lambda,strictly_positive,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,optimizer_count,pairwise_candidates_checked,enumeration_certificate
875,2,17//384,true,2305//128,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,5//1;8//1,2,247,complete-enumeration:32
875,3,175//96,true,875//96,18;19,base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,2,247,complete-enumeration:32
875,4,175//64,true,1225//192,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,247,complete-enumeration:32
875,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,247,complete-enumeration:32
876,1,0//1,false,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,118,complete-enumeration:32
876,2,175//512,true,14875//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,118,complete-enumeration:32
876,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,118,complete-enumeration:32
877,1,0//1,false,255713//12288,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,307,complete-enumeration:32
877,2,85595//98304,true,1446539//98304,26;30,base_2;closure_carrier;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1,2,307,complete-enumeration:32
877,3,115805//98304,true,1295489//98304,24;26,closure_carrier;frontier_addition;inactive|base_2;closure_carrier;frontier_addition;inactive,3//1;5//1,2,307,complete-enumeration:32
877,4,35245//12288,true,24907//3072,8;24,closure_carrier;inactive|closure_carrier;frontier_addition;inactive,2//1;3//1,2,307,complete-enumeration:32
877,5,10153//2048,true,8047//2048,8;16,closure_carrier;inactive|frontier_addition;inactive,1//1;2//1,2,307,complete-enumeration:32
877,6,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,307,complete-enumeration:32
878,1,0//1,false,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,238,complete-enumeration:32
878,2,875//512,true,14875//1536,17;20;21,base_1;frontier_addition;inactive|base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,3,238,complete-enumeration:32
878,3,175//64,true,5075//768,16;17;20,frontier_addition;inactive|base_1;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,238,complete-enumeration:32
878,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,238,complete-enumeration:32
879,1,0//1,false,57145//3072,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,326,complete-enumeration:32
879,2,1145//9216,true,52565//3072,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,9//1;12//1,2,326,complete-enumeration:32
879,3,791557//983040,true,10795987//983040,19;24,base_1;base_2;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,4//1;9//1,2,326,complete-enumeration:32
879,4,333481//196608,true,486173//65536,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,326,complete-enumeration:32
879,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,326,complete-enumeration:32
880,1,0//1,false,156605//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,153,complete-enumeration:32
880,2,2735//8192,true,255775//24576,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;7//1,2,153,complete-enumeration:32
880,3,17857//49152,true,168105//16384,17;24,base_1;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,3//1;5//1,2,153,complete-enumeration:32
880,4,8981//16384,true,159019//16384,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,153,complete-enumeration:32
880,5,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
881,1,0//1,false,4375//384,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,97,complete-enumeration:32
881,2,175//512,true,14875//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,97,complete-enumeration:32
881,3,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,97,complete-enumeration:32
882,1,0//1,false,1751//96,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,268,complete-enumeration:32
882,2,61//512,true,26735//1536,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,5//1;7//1,2,268,complete-enumeration:32
882,3,1225//768,true,1925//192,17;19,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,2,268,complete-enumeration:32
882,4,2275//768,true,2275//384,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,268,complete-enumeration:32
882,5,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,268,complete-enumeration:32
883,1,0//1,false,4725//256,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,154,complete-enumeration:32
883,2,875//1024,true,11025//1024,18;19,base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,154,complete-enumeration:32
883,3,175//128,true,525//64,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,2,154,complete-enumeration:32
883,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,154,complete-enumeration:32
884,1,0//1,false,78335//4096,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,268,complete-enumeration:32
884,2,2735//12288,true,67395//4096,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1,2,268,complete-enumeration:32
884,3,175//192,true,2625//256,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,268,complete-enumeration:32
884,4,4025//3072,true,25375//3072,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,2,268,complete-enumeration:32
884,5,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,268,complete-enumeration:32
885,1,0//1,false,1269769//65536,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,367,complete-enumeration:32
885,2,135707//589824,true,10342265//589824,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1,2,367,complete-enumeration:32
885,3,175//96,true,1225//128,18;22,base_2;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,2,367,complete-enumeration:32
885,4,2275//768,true,1575//256,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,367,complete-enumeration:32
885,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,367,complete-enumeration:32
886,1,0//1,false,950977//49152,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,290,complete-enumeration:32
886,2,10859//32768,true,1543607//98304,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1,2,290,complete-enumeration:32
886,3,175//192,true,4025//384,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,290,complete-enumeration:32
886,4,50517//32768,true,240215//32768,20;24,base_3;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,3//1;5//1,2,290,complete-enumeration:32
886,5,162049//98304,true,229717//32768,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,290,complete-enumeration:32
886,6,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,290,complete-enumeration:32
887,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,90,complete-enumeration:32
887,2,175//256,true,7525//768,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,90,complete-enumeration:32
887,3,1225//768,true,6125//768,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,90,complete-enumeration:32
887,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,90,complete-enumeration:32
888,1,0//1,false,928577//49152,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;10//1,2,242,complete-enumeration:32
888,2,10859//49152,true,841705//49152,22;30,base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1,2,242,complete-enumeration:32
888,3,875//512,true,14875//1536,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,3,242,complete-enumeration:32
888,4,2275//768,true,2275//384,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,242,complete-enumeration:32
888,5,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,242,complete-enumeration:32
889,1,0//1,false,171713//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,153,complete-enumeration:32
889,2,15105//32768,true,550907//49152,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;6//1,2,153,complete-enumeration:32
889,3,15979//16384,true,449789//49152,17;24,base_1;frontier_addition;inactive|closure_carrier;frontier_addition;inactive,3//1;4//1,2,153,complete-enumeration:32
889,4,525//512,true,13825//1536,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,153,complete-enumeration:32
889,5,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
890,1,0//1,false,200615//16384,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,157,complete-enumeration:32
890,2,3405//16384,true,180185//16384,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,157,complete-enumeration:32
890,3,175//192,true,2275//256,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,157,complete-enumeration:32
890,4,875//768,true,6475//768,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,157,complete-enumeration:32
890,5,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,157,complete-enumeration:32
891,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,91,complete-enumeration:32
891,2,175//384,true,2625//256,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,91,complete-enumeration:32
891,3,175//128,true,6475//768,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,91,complete-enumeration:32
891,4,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,91,complete-enumeration:32
892,1,0//1,false,2275//128,19;23;27;31,base_1;base_2;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,196,complete-enumeration:32
892,2,875//512,true,4725//512,18;19,base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,3//1;5//1,2,196,complete-enumeration:32
892,3,175//64,true,1575//256,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;3//1,2,196,complete-enumeration:32
892,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,196,complete-enumeration:32
893,1,0//1,false,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;8//1;9//1;12//1;13//1;16//1,8,104,complete-enumeration:32
893,2,1225//3072,true,10325//1024,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,104,complete-enumeration:32
893,3,4025//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,104,complete-enumeration:32
894,1,0//1,false,9275//768,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,85,complete-enumeration:32
894,2,175//256,true,1925//192,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,85,complete-enumeration:32
894,3,175//192,true,1225//128,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,85,complete-enumeration:32
894,4,4025//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,85,complete-enumeration:32
895,1,0//1,false,234763//12288,30;31,base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,299,complete-enumeration:32
895,2,102193//262144,true,11652463//786432,28;30,base_3;closure_carrier;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1,2,299,complete-enumeration:32
895,3,162059//262144,true,10395277//786432,24;28,closure_carrier;frontier_addition;inactive|base_3;closure_carrier;frontier_addition;inactive,3//1;7//1,2,299,complete-enumeration:32
895,4,35245//12288,true,317923//49152,8;24,closure_carrier;inactive|closure_carrier;frontier_addition;inactive,2//1;3//1,2,299,complete-enumeration:32
895,5,174283//49152,true,251317//49152,8;16,closure_carrier;inactive|frontier_addition;inactive,1//1;2//1,2,299,complete-enumeration:32
895,6,3325//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,299,complete-enumeration:32
896,1,0//1,false,2275//128,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,142,complete-enumeration:32
